,Unnamed: 0,Name,Size,Type,Alignment,Habitat,Main Habitat,Other Habitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR Mod,INT Mod,DEX Mod,WIS Mod,CON Mod,CHA Mod,STR Save,INT Save,DEX Save,WIS Save,CON Save,CHA Save,Proficient,Expertise,Vulnerabilities,Slashing,Immunities Conditions,Immunities Damage,Blindsight,Darkvision,Truesight,Tremorsense,Passive Perception,Languages,CR,XP.,PB,Traits,# of Legendary Resistance,# of Atk,Atk 1 Type,Atk 1 Mod,Atk 1 Range,Atk 1 Range Short,Atk 1 Dam.,Atk 1 Damage Type,Atk 2 Type,Atk 2 Mod,Atk 2 Range,Atk 2 Range short,Atk 2 Dam.,Atk 2 Damage Type,Atk 3 Type,Atk 3 Mod,Atk 3 Range,Atk 3 Range short,Atk 3 Dam.,Atk 3 Damage Type,Atk 4 Type,Atk 4 Mod,Atk 4 Range,Atk 4 Range short,Atk 4 Dam.,Atk 4 Damage Type,Save DC,Saving Throw,Action Notes,Ability,Spell Save DC,Spell Saving Throws,Spell Attack,At Will,3.0/Day,2.0/Day,1.0/Day,Bonus Action,Reaction,Amount,Legendary Action Save DC,Legendary Action Saving Throw,Legendary Actions.,Lair,xp,Legendary Resistance,Legendary Actions,Lair Save DC,Lair Saving Throws,Other
27,27,Animal Lord,Medium,Celestial,Neutral,Planar (Beastlands),Planar,Beastlands,Relics,19.0,323.0,19.0,60.0,,,60.0,60.0,60.0,7.0,4.0,7.0,6.0,5.0,6.0,7.0,4.0,7.0,12.0,11.0,6.0,"Acrobatics, Athletics, Stealth",Perception,,"Cold, Fire, Necrotics, Psychic, Radiant","Charmed, Frightened, Stunned",,,,120.0,,28.0,All,20.00000/1,25000.0,6.0,"Animal Lordship, Lordly Presence, Captivated (Forager), Fearful (Hunter), Mired (Sage), Magic Resistance",4.0,3.0,Melee,13.0,5.0,=,21.0,"Slashing, Force",Ranged,12.0,120.0,120,20.0,Radiant,,,,=,,,,,,=,,,20.0,"Wisdom, Dexterity","Animal Spirit 28 radiant damage, Fortify (Forger) 20 temp. HP, Marked as Prey (Hunter) Advantage on attacks, Pesky Swarm (Sage) Target has disadvantage on attacks and ability checks",Wisdom,20.0,Constitution,12.0,"Animal Friendship, Animal Messenger, Speak with Animals",,"Awaken, Greater Restoration","Animal Shapes, Sunburst",Shape-Shift,,3.0,,,"Makes another Akt and moves half its speed, makes another range Akt",,,,,,,
28,28,Animated Armor,Medium,Construct (Animated),Unaligned,Urban,Urban,,,18.0,33.0,2.0,25.0,,,,,,2.0,-5.0,0.0,-4.0,1.0,-5.0,2.0,-5.0,0.0,-4.0,1.0,-5.0,,,,,"Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",60,,,,6.0,,1.00000/1,200.0,2.0,,,2.0,Melee,4.0,5.0,=,5.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,Animated Broom,Small,Construct (Animated),Unaligned,Urban,Urban,,,15.0,14.0,5.0,5.0,,,50.0,50.0,,0.0,-5.0,3.0,-3.0,0.0,-5.0,0.0,-5.0,3.0,-3.0,0.0,-5.0,,,,,"Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",60,,,,7.0,,45661,50.0,2.0,Flyby,,1.0,Melee,5.0,5.0,=,5.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,Animated Flying Sword,Small,Construct (Animated),Unaligned,Urban,Urban,,,17.0,14.0,4.0,5.0,,,50.0,50.0,,1.0,-5.0,2.0,-3.0,0.0,-5.0,1.0,-5.0,4.0,-3.0,0.0,-5.0,,,,,"Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",60,,,,7.0,,45661,50.0,2.0,,,1.0,Melee,4.0,5.0,=,6.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,Animated Rug of Smothering,Large,Construct (Animated),Unaligned,Urban,Urban,,,12.0,27.0,4.0,10.0,,,,,,3.0,-5.0,2.0,-4.0,0.0,-5.0,3.0,-5.0,2.0,-4.0,0.0,-5.0,,,,,"Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",60,,,,6.0,,2.00000/1,450.0,2.0,,,1.0,Melee,5.0,5.0,=,10.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,Akt 1 on hit grappled blinded restrained and suffocating,,,,,,,,,,,,,,,,,,,,,
32,32,Ankheg,Large,Monstrosity,Unaligned,"Forest, Grassland","Forest, Grassland",,,14.0,45.0,0.0,30.0,,,,,,3.0,-5.0,0.0,1.0,2.0,-2.0,3.0,-5.0,0.0,1.0,2.0,-2.0,,,,,,,,60.0,,60.0,11.0,,2.00000/1,450.0,2.0,Tunneler,,1.0,Melee,5.0,5.0,=,13.0,"Slashing, Acid",,,,=,,,,,,=,,,,,,=,,,12.0,Dexterity,Acid Spray 30ft long 5ft wide line on fail 14 acid damage,,,,,,,,,,,,,,,,,,,,,
33,33,Ankylosaurus,Huge,Beast (Dinosaur),Unaligned,Grassland,Grassland,,,15.0,68.0,0.0,30.0,,,,,,4.0,-4.0,0.0,1.0,2.0,-3.0,6.0,-4.0,0.0,1.0,2.0,-3.0,,,,,,,,,,,11.0,,3.00000/1,700.0,2.0,,,2.0,Melee,6.0,5.0,=,9.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,Gives Prone Condition,,,,,,,,,,,,,,,,,,,,,
34,34,Ape,Medium,Beast,Unaligned,Forest,Forest,,,12.0,19.0,2.0,30.0,,30.0,,,,3.0,-2.0,2.0,1.0,2.0,-2.0,3.0,-2.0,2.0,1.0,2.0,-2.0,"Athletics, Perception",,,,,,,,,,13.0,,45659,100.0,2.0,,,2.0,Melee,5.0,5.0,=,5.0,Bludgeoning,Ranged,5.0,25.0,25,10.0,Bludgeoning,,,,=,,,,,,=,,,,,Attack 2 Recharges on 6,,,,,,,,,,,,,,,,,,,,,
35,35,Arcanaloth,Medium,Fiend (Yugoloth),Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,Arcana,18.0,175.0,5.0,30.0,,,30.0,30.0,,3.0,5.0,1.0,3.0,2.0,3.0,3.0,9.0,5.0,7.0,6.0,3.0,"Arcana, Deception, Insight, Perception",,,"Cold, Fire, Lightning","Charmed, Poisoned","Acid, Poison",,,120.0,,17.0,"All, Telepathy",12.00000/1,8400.0,4.0,"Fiendish Restoration, Magic Resistance, Soul Tome",,3.0,Melee,9.0,5.0,=,31.0,Necrotic,Ranged,9.0,5.0,5,120.0,Necrotic,Melee,9.0,5.0,=,29.0,"Slashing, Psychic",,,,=,,,17.0,Charisma,On a fail saved the target is incapacitated and on 3 more fails it stay incapacitated,Intelligence,17.0,"Constitution, Wisdom",9.0,"Alter Self, Counterspell, Detect Magic, Identify, Mage Hand, Prestidigitation",,,"Contact Other Plane, Detect Thoughts, Dimension Door, Mind Blank",Teleport up to 30ft,Cast Counterspell,,,,,,,,,,,
36,36,Arch-hag,Large,Fey (Hag),Neutral Evil,Any,Any,,Arcana,20.0,333.0,16.0,40.0,,,,,,7.0,4.0,2.0,4.0,6.0,7.0,7.0,4.0,9.0,11.0,6.0,7.0,"Deception, Perception",Persuasion,,"Cold, Fire, Psychic","Charmed, Exhaustion, Frightened",,,,60.0,,21.0,All,21.00000/1,33000.0,7.0,"Coven Magic, Magic Resistance, Spiteful Escape",4.0,3.0,Melee,14.0,10.0,=,17.0,Force,Ranged,14.0,60.0,60,17.0,Force,,,,=,,,,,,=,,,22.0,Dexterity,"Ark 1 makes the target prone, 60ft coone on fail 32 lightning damage and the target is cursed and can't take reactions",Charisma,22.0,"Constitution, Wisdom",14.0,"Counterspell, Detect Thoughts, Dimension Door, Dispel Magic, Hypnotic Pattern",,"Mass Suggestion, Modify Memory, Plane Shift",,Cursed target takes 14 lighting damage,"Cast Counterspell, make curse worst and casters cannot cast spells with verbal component",3.0,,,"Make an attack, cast Dimension Door or Hypnotic Pattern",Yes,41000.0,5.0,4.0,,,Causes targets to cast confusion on themselves
37,37,Archelon,Huge,Beast (Dinosaur),Unaligned,Underwater,Underwater,,,17.0,90.0,3.0,20.0,,,,,80.0,4.0,-3.0,3.0,2.0,1.0,-2.0,4.0,-3.0,3.0,2.0,1.0,-2.0,Stealth,,,,,,,,,,12.0,,4.00000/1,1100.0,2.0,Amphibious,,2.0,Melee,6.0,5.0,=,14.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,Archmage,Medium or Smaller,Humanoid (wizard),Neutral,Any,Any,,"Arcana, Individual",17.0,170.0,7.0,30.0,,,,,,0.0,5.0,2.0,2.0,1.0,3.0,0.0,9.0,2.0,6.0,1.0,3.0,"History, Perception",Arcana,,,Charmed,Psychic,,,,,16.0,Common plus five other languages,12.00000/1,8000.0,4.0,Magic Resistance,,4.0,Melee,9.0,5.0,=,27.0,Force,Ranged,9.0,150.0,150,27.0,Force,,,,=,,,,,,=,,,,,,Intelligence,17.0,"Constitution, Dexterity, Wisdom",9.0,"Detect Magic, Detect Thoughts, Disguise Self, Invisibility, Light, Mage Armour, Mage Hand, Prestidigitation","Counter Spell, Misty Step, Shield","Fly, Lightning Bolt","Cone of Cold (level 9), Mind Blank, Scrying, Teleport",Misty Step cast misty step,Protective Magic cast counterspell or shield,,,,,,,,,,,
39,39,Archpriest,Medium or Smaller,Humanoid (Cleric),Neutral,Any,Any,,"Individual, Relics",16.0,240.0,5.0,30.0,,,,,,3.0,2.0,1.0,5.0,3.0,2.0,7.0,6.0,1.0,9.0,7.0,2.0,"Insight, Medicine, Perception",Religion,,,,,,,,,19.0,Common plus two other languages,12.00000/1,8400.0,4.0,,,3.0,Melee,9.0,5.0,=,27.0,Radiant,Ranged,9.0,60.0,60,27.0,Radiant,,,,=,,,,,,=,,,17.0,Wisdom,Holy Word recharges 4-6 within 20ft on fail 21 radiant damage and stunned,Wisdom,17.0,"Charisma, Dexterity",9.0,"Light, Thaumaturgy","Bless, Dispel Magic, Healing Word, Lesser Restoration",,"Flame Strike (level 6), Greater Restoration, Raise Dead, Zone of Truth","Divine Aid 3/day cast Bless, Dispel Magic, Healing Word, or Lesser Restoration",,,,,,,,,,,,
40,40,Assassin,Medium or Smaller,Humanoid,Neutral,Any,Any,,"Implements, Individual",16.0,97.0,10.0,30.0,,,,,,0.0,3.0,4.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,2.0,0.0,Acrobatics,"Perception, Stealth",,Poison,,,,,,,16.0,"Common, Thieves' Cant",8.00000/1,3900.0,8.0,Evasion,,3.0,Melee,7.0,5.0,=,24.0,"Piercing, Poison",Ranged,7.0,80.0,80,29.0,"Piercing, Poison",,,,=,,,,,,=,,,,,Atk 1 on hit poisoned,,,,,,,,,Cunning Action take the dash disengage or hide action,,,,,,,,,,,,
41,41,Awakened Shrub,Small,Plant,Neutral,Forest,Forest,,,9.0,10.0,-1.0,20.0,,,,,,-4.0,0.0,-1.0,0.0,0.0,2.0,-4.0,0.0,-1.0,0.0,0.0,2.0,,,Fire,Piercing,,,,,,,10.0,Common plus one other language,0.00000/1,10.0,2.0,,,1.0,Melee,1.0,5.0,=,1.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,Awakened Tree,Huge,Plant,Neutral,Forest,Forest,,,13.0,59.0,-2.0,20.0,,,,,,4.0,0.0,-2.0,0.0,2.0,-2.0,4.0,0.0,-2.0,0.0,2.0,-2.0,,,Fire,"Bludgeoning, Piercing",,,,,,,10.0,Common plus one other language,2.00000/1,450.0,2.0,,,1.0,Melee,6.0,10.0,=,14.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,Axe Beak,Large,Monstrosity,Unaligned,"Arctic, Grassland, Hill","Arctic, Grassland, Hill",,,11.0,19.0,1.0,50.0,,,,,,2.0,-4.0,1.0,0.0,1.0,-3.0,2.0,-4.0,1.0,0.0,1.0,-3.0,,,,,,,,,,,10.0,,45661,50.0,2.0,,,1.0,Melee,4.0,5.0,=,6.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,Azer Pyromancer,Medium,Elemental,Lawful Neutral,"Mountain, Planar (Elemental Plane of Fire)","Mountain, Planar",Elemental Plane of Fire,"Armaments, Individual",18.0,97.0,2.0,30.0,,,,,,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,7.0,6.0,1.0,"Arcana, Perception",,,,Poisoned,"Fire, Poison",,,,,17.0,Primordial (Ignan),6.00000/1,2300.0,3.0,"Fire Aura, Illumination",,2.0,Melee,7.0,5.0,=,15.0,Fire,Ranged,7.0,120.0,120,15.0,Fire,,,,=,,,,,,=,,,,,,Wisdom,15.0,Dexterity,7.0,"Elementalism, Mage Hand",,Hellish Rebuke,Fireball,,Hellish Rebuke cast Hellish Rebuke,,,,,,,,,,,
45,45,Azer Sentinel,Medium,Elemental,Lawful Neutral,"Mountain, Planar (Elemental Plane of Fire)","Mountain, Planar",Elemental Plane of Fire,"Armaments, Individual",17.0,39.0,1.0,30.0,,,,,,3.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,,,,,Poisoned,"Fire, Poison",,,,,11.0,Primordial (Ignan),2.00000/1,450.0,2.0,"Fire Aura, Illumination",,1.0,Melee,5.0,5.0,=,11.0,"Bludgeoning, Fire",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,Baboon,Small,Beast,Unaligned,"Forest, Hill","Forest, Hill",,,12.0,3.0,2.0,30.0,,30.0,,,,-1.0,-3.0,2.0,1.0,0.0,-3.0,-1.0,-3.0,2.0,1.0,0.0,-3.0,,,,,,,,,,,11.0,,0.00000/1,10.0,2.0,Pack Tactics,,1.0,Melee,1.0,5.0,=,1.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,Badger,Tiny,Beast,Unaligned,Forest,Forest,,,11.0,5.0,0.0,20.0,5.0,,,,,0.0,-4.0,0.0,1.0,3.0,-3.0,0.0,-4.0,0.0,1.0,3.0,-3.0,Perception,,,Poison,,,,30.0,,,13.0,,0.00000/1,10.0,2.0,,,1.0,Melee,2.0,5.0,=,1.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,Balor,Huge,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Armaments,19.0,287.0,14.0,40.0,,,80.0,,,8.0,5.0,2.0,3.0,6.0,6.0,8.0,5.0,2.0,9.0,12.0,6.0,Perception,,,"Cold, Lightning","Charmed, Frightened, Poisoned","Fire, Poison",,,120.0,,19.0,"Abyssal, Telepathy",19.00000/1,22000.0,6.0,"Death Throes, Fire Aura, Magic Resistance",3.0,2.0,Melee,14.0,30.0,=,35.0,"Force, Fire",Melee,14.0,10.0,=,43.0,"Force, Lightning",,,,=,,,,,,=,,,22.0,Dexterity,"Akt 1 target gets pulled 25ft and make prone, Akt 2 the target cannot take reactions",,,,,,,,,Teleport and an ally up to 60ft,,,,,,,,,,,,
49,49,Bandit,Medium or Smaller,Humanoid (Bandit),Neutral,Any,Any,,Any,12.0,11.0,1.0,30.0,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,10.0,"Common, Thieves' Cant",45665,25.0,2.0,,,1.0,Melee,3.0,5.0,=,4.0,Slashing,Ranged,3.0,80.0,80,5.0,"Piercing, Poison",,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,Bandit Captain,Medium or Smaller,Humanoid (Bandit),Neutral,Any,Any,,Any,15.0,52.0,3.0,30.0,,,,,,2.0,2.0,3.0,0.0,2.0,2.0,4.0,2.0,5.0,0.0,2.0,2.0,"Athletics, Deception",,,,,,,,,,10.0,"Common, Thieves' Cant",2.00000/1,450.0,2.0,,,2.0,Melee,5.0,5.0,=,6.0,Slashing,Ranged,5.0,30.0,30,8.0,Piercing,,,,=,,,,,,=,,,,,,,,,,,,,,,Parry when hit by melee +2 to AC,,,,,,,,,,,
51,51,Bandit Crime Lord,Medium or Smaller,Humanoid (Bandit),Neutral,Any,Any,,Any,17.0,169.0,9.0,30.0,,,,,,0.0,4.0,5.0,2.0,2.0,2.0,0.0,4.0,9.0,2.0,6.0,2.0,Acrobatics,"Perception, Stealth",,,,,,,,,20.0,"Common, Thieves' Cant",11.00000/1,7200.0,4.0,Evasion,,3.0,Melee,9.0,5.0,=,26.0,"Slashing, Poison",Ranged,9.0,30.0,30,24.0,"Piercing, Poison",,,,=,,,,,,=,,,,,,,,,,,,,,Deadly Aim gives itself advantage on its next attack and does an extra 28 poison damage,,,,,,,,,,,,
52,52,Bandit Deceiver,Medium or Smaller,Humanoid (Bandit),Neutral,Any,Any,,Any,16.0,130.0,6.0,30.0,,,,,,-1.0,3.0,3.0,1.0,2.0,3.0,-1.0,6.0,6.0,1.0,2.0,3.0,"Acrobatics, Perception",Stealth,,,,,,,,,14.0,"Common, Thieves' Cant",7.00000/1,2900.0,3.0,,,3.0,Melee,6.0,5.0,=,18.0,Piercing,Ranged,6.0,20.0,20,18.0,Piercing,,,,=,,,,,,=,,,14.0,Constitution,Blinding Flash recharges on 4-6 in 10ft sphere on fail 13 radiant damage and blinded,Intelligence,14.0,Wisdom,6.0,"Disguise Self, Mage Hand, Minor Illusion",,,"Hold Person (level 4), Mage Armor, Major Image",,,,,,,,,,,,,
53,53,Banshee,Medium,Undead,Chaotic Evil,Any,Any,,Relics,12.0,54.0,2.0,5.0,,,40.0,40.0,,-5.0,1.0,2.0,0.0,0.0,3.0,-5.0,1.0,2.0,2.0,0.0,3.0,,,,"Acid, Bludgeoning, Fire, Lightning, Piercing, Slashing, Thunder","Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained","Cold, Necrotic, Poison",,60.0,,,10.0,"Common, Elvish",4.00000/1,1100.0,2.0,"Detect Life, Incorporeal Movement",,3.0,Melee,5.0,5.0,=,7.0,Necrotic,,,,=,,,,,,=,,,,,,=,,,13.0,"Wisdom, Constitution","Horrify within 60ft on fail frightened, Deathly Wail 1/day within 30ft on fail less than 26 hp drops to 0 otherwise 10 psychic damage",,,,,,,,,,,,,,,,,,,,,
54,54,Barbed Devil,Medium,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,Any,15.0,110.0,3.0,30.0,,30.0,,,,3.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,5.0,7.0,5.0,"Deception, Insight",Perception,,Cold,Poisoned,"Fire, Poison",,120.0,,,18.0,"Infernal, Telepathy",5.00000/1,1800.0,3.0,"Barbed Hide, Diabolical Restoration, Magic Resistance",,2.0,Melee,6.0,5.0,=,10.0,Piercing,Melee,6.0,10.0,=,14.0,Slashing,Ranged,5.0,150.0,150,17.0,Fire,,,,=,,,,,"Akt 1 grapples on a hit, Akt 3 can burn flammable objects",,,,,,,,,,,,,,,,,,,,,
55,55,Barlgura,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Any,15.0,85.0,2.0,40.0,,40.0,,,,4.0,-2.0,2.0,2.0,3.0,-1.0,4.0,-2.0,5.0,2.0,6.0,-1.0,"Perception, Stealth",,,"Cold, Fire, Lightning",Poisoned,Poison,30,120.0,,,15.0,"Abyssal, Telepathy",5.00000/1,1800.0,3.0,Demonic Restoration,,3.0,Melee,7.0,5.0,=,24.0,"Piercing, Psychic",Melee,7.0,5.0,=,9.0,Bludgeoning,,,,=,,,,,,=,,,,,Akt 2 makes prone,Wisdom,13.0,"Strength, Wisdom",5.0,,,"Disguise Self, Invisibility (self)","Entangle, Phantasmal Killer (level 6)",Jumps 40ft using 10ft of movement,,,,,,,,,,,,
56,56,Basilisk,Medium,Monstrosity,Unaligned,"Mountain, Underdark","Mountain, Underdark",,Any,15.0,52.0,-1.0,20.0,,,,,,3.0,-4.0,-1.0,-1.0,2.0,-2.0,3.0,-4.0,-1.0,-1.0,2.0,-2.0,,,,,,,,60.0,,,9.0,,3.00000/1,700.0,2.0,,,1.0,Melee,5.0,5.0,=,17.0,"Piercing, Poison",,,,=,,,,,,=,,,,,,=,,,12.0,Constitution,,,,,,,,,,Petrifying Gaze recharges on 5-6 30ft cone on fail restrained second fail petrified,,,,,,,,,,,,
57,57,Bat,Tiny,Beast,Unaligned,"Mountain, Underdark, Urban","Mountain, Underdark, Urban",,,12.0,1.0,2.0,5.0,,,30.0,,,-4.0,-4.0,2.0,1.0,-1.0,-3.0,-4.0,-4.0,2.0,1.0,-1.0,-3.0,,,,,,,60,,,,11.0,,0.00000/1,10.0,2.0,,,1.0,Melee,4.0,5.0,=,1.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,Bearded Devil,Medium,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,Armaments,13.0,58.0,2.0,30.0,,,,,,3.0,-1.0,2.0,0.0,2.0,2.0,5.0,-1.0,2.0,0.0,4.0,4.0,,,,Cold,"Frightened, Poisoned","Fire, Poison",,120.0,,,10.0,"Infernal, Telepathy",3.00000/1,700.0,2.0,Magic Resistance,,2.0,Melee,5.0,5.0,=,7.0,Piercing,Melee,5.0,10.0,=,8.0,Slashing,,,,=,,,,,,=,,,12.0,Constitution,Akt 2 on fail target loses 5 hp reach round,,,,,,,,,,,,,,,,,,,,,
59,59,Behir,Huge,Monstrosity,Neutral Evil,Underdark,Underdark,,Any,17.0,168.0,3.0,50.0,,50.0,,,,6.0,-2.0,3.0,2.0,4.0,1.0,6.0,-2.0,3.0,2.0,4.0,1.0,"Perception, Stealth",,,,,Lightning,,90.0,,,16.0,Draconic,11.00000/1,7200.0,4.0,,,2.0,Melee,10.0,10.0,=,30.0,"Piercing, Lightning",,,,=,,,,,,=,,,,,,=,,,18.0,"Strength, Dexterity","Constrict within 5ft on fail grappled and restrained, Lightning Breath recharges on 5-6 within 90ft wide and 5ft line on fail 66 lightning damage",,,,,,,,,Swallow one target grappled on fail blinded restrained total cover and 21 acid and fire damage every round,,,,,,,,,,,,
60,60,Beholder,Large,Aberration (Beholder),Lawful Evil,Underdark,Underdark,,Arcana,18.0,190.0,12.0,5.0,,,40.0,40.0,,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,7.0,9.0,3.0,,Perception,,,Prone,,,120.0,,,22.0,"Deep Speech, Undercommon",13.00000/1,10000.0,5.0,,3.0,3.0,Melee,8.0,5.0,=,13.0,Piercing,,,,=,,,,,,=,,,,,,=,,,16.0,"Wisdom, Constitution, Strength, Dexterity","All of the eye rays: 13 psychic damage and charmed, Paralyzed, 14 psychic damage and frightened, 18 necrotic damage 1/2 speed no reactions and either an action or bonus action, 13 poison damage and poisoned, moved up to 30ft and restrained, Unconscious, Restrained on second fail petrified, 36 force damage, 55 necrotic damage and dies if the target is reduced to 0.",,,,,,,,,Antimagic coone,,3.0,,,"Makes and attack, uses an Eye rays",Yes,11500.0,4.0,4.0,13.0,Wisdom,On fail does not gain benefits of short rest
61,61,Beholder Zombie,Large,"Undead (Beholder, Zombie)",Neutral Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,,15.0,93.0,-1.0,5.0,,,20.0,20.0,,2.0,-4.0,-1.0,-1.0,3.0,-3.0,2.0,-4.0,-1.0,2.0,3.0,-3.0,,,,,"Exhaustion, Poisoned, Prone",Poison,,60.0,,,9.0,Understands Deep Speech and Undercommon,5.00000/1,1800.0,3.0,Undead Fortitude,,2.0,Melee,5.0,5.0,=,16.0,Piercing,,,,=,,,,,,=,,,,,,=,,,14.0,"Constitution, Wisdom, Dexterity","Eye Rays: Paralyzing Ray on fail Paralyzed, Fear Ray on fail 13 Psychic damage and frightened, Enervation Ray 10 Necrotic Damage and poisoned , Disintegration Ray on fail 27 Force damage",,,,,,,,,,,,,,,,,,,,,
62,62,Berserker,Medium or Smaller,Humanoid,Neutral,Any,Any,,"Armaments, Individual",13.0,67.0,1.0,30.0,,,,,,3.0,-1.0,1.0,0.0,3.0,-1.0,3.0,-1.0,1.0,0.0,3.0,-1.0,,,,,,,,,,,10.0,Common,2.00000/1,450.0,2.0,Bloodied Frenzy,,1.0,Melee,5.0,5.0,=,9.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,Berserker Commander,Medium or Smaller,Humanoid,Neutral,Any,Any,,"Armaments, Individual",16.0,136.0,5.0,40.0,,,,,,4.0,0.0,2.0,2.0,4.0,-1.0,7.0,0.0,2.0,2.0,7.0,-1.0,"Athletics, Perception",,,,,,,,,,15.0,Common,8.00000/1,3900.0,3.0,Bloodied Frenzy,,3.0,Melee,7.0,5.0,=,20.0,"Slashing, Thunder",Melee,7.0,5.0,=,18.0,Piercing,Ranged,7.0,30.0,30,18.0,Piercing,,,,=,,,,,Atk 2 and Atk 3 on hit target speed reduced by 5,,,,,,,,,Frenzied Rush all allies within 30 ft move up to half their speed with provoking opportunity attacks,,,,,,,,,,,,
64,64,Black Bear,Medium,Beast,Unaligned,Forest,Forest,,,11.0,19.0,1.0,30.0,,30.0,,,30.0,2.0,-4.0,1.0,1.0,2.0,-2.0,2.0,-4.0,1.0,1.0,2.0,-2.0,,Perception,,,,,,60.0,,,15.0,,45659,100.0,2.0,,,2.0,Melee,4.0,5.0,=,5.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,Black Dragon Wyrmling,Medium,Dragon (Chromatic),Chaotic Evil,Swamp,Swamp,,Relics,17.0,33.0,4.0,30.0,,,60.0,,30.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,Stealth,Perception,,,,Acid,10,60.0,,,14.0,Draconic,2.00000/1,450.0,2.0,,,2.0,Melee,4.0,5.0,=,7.0,"Slashing, Acid",,,,=,,,,,,=,,,,,,=,,,11.0,Dexterity,Acid Breath recharges on 5-6 Dex save 15ft 5ft wide line 22 Acid,,,,,,,,,,,,,,,,,,,,,
66,66,Black Pudding,Large,Ooze,Unaligned,Underdark,Underdark,,,7.0,68.0,-3.0,20.0,,20.0,,,,3.0,-5.0,-3.0,-2.0,3.0,-5.0,3.0,-5.0,-3.0,-2.0,3.0,-5.0,,,,,"Charmed, Deafened, Exhaustion, Frightened, Grappled, Prone, Restrained","Acid, Cold, Lightning, Slashing",60,,,,8.0,,4.00000/1,1100.0,2.0,"Amorphous, Corrosive Form, Spider Climb",,1.0,Melee,5.0,10.0,=,17.0,Acid,,,,=,,,,,,=,,,,,,=,,,,,Atk 1 on hit nonmagical armour -1 AC if reduced to 10 AC armour is destroyed,,,,,,,,,,Split it becomes bloddied or hit by lightning or slashing the pudding splits,,,,,,,,,,,
